UF;Municipio;Cod. IBGE;Obitos;Feridos;Enfermos;Desalojados;Desabrigados;Desaparecidos;Outros;Total;Ocorrencias;Danos Materiais Totais (R$);Prejuízos Privados;Prejuízos Públicos
SC;Dona Emma;4205100;0;0;0;284;0;0;10844;11128;20;10.600.653,83;37.278.640,15;8.688.377,98
MG;Dona Eusébia;3122900;0;0;63;2424;365;0;6217;9069;13;17.125.665,77;11.455.794,06;3.453.447,70
RS;Dona Francisca;4306700;0;0;0;15;75;0;3401;3491;12;3.485.324,45;14.585.104,11;401.412,58
PB;Dona Inês;2505709;0;0;0;0;0;0;84297;84297;26;0,00;67.914.785,84;26.776.062,71
MG;Dores de Guanhães;3123106;0;0;0;63;0;0;100;163;2;788.009,71;165.661,13;2.984,89
ES;Dores do Rio Preto;3202009;0;1;0;14;7;0;3758;3780;1;927.450,03;2.635.910,59;495.737,36
MG;Dores do Turvo;3123304;0;0;0;242;20;0;547;809;1;1.998.429,39;24.509,05;16.967,80
MG;Doresópolis;3123403;0;0;7;0;0;0;0;7;1;0,00;0,00;38.159,17
PE;Dormentes;2605152;0;0;0;0;0;0;72005;72005;27;0,00;187.484.727,97;97.419.492,55
MS;Douradina;5003504;0;0;0;0;0;0;0;0;8;0,00;19.215.087,16;0,00
PR;Douradina;4107256;0;0;0;44;12;0;630;686;2;2.884.431,52;12.841.023,50;1.414.391,32
MS;Dourados;5003702;0;1;0;243;76;0;5625;5945;27;2.469.209,80;294.001.014,29;0,00
PR;Doutor Camargo;4107306;0;3;3;572;20;0;0;598;4;173.282,21;2.369.730,56;0,00
RS;Doutor Maurício Cardoso;4306734;0;0;0;118;0;0;4921;5039;20;7.033.762,46;116.402.656,46;719.748,56
SC;Doutor Pedrinho;4205159;0;1;14;879;426;0;1894;3214;11;2.538.963,07;3.101.162,72;1.208.711,99
RS;Doutor Ricardo;4306759;0;2;0;0;0;0;700;702;5;14.139,83;5.927.667,05;29.039,06
RN;Doutor Severiano;2403202;0;0;0;0;0;0;38780;38780;21;0,00;10.924.634,81;2.362.365,63
PR;Doutor Ulysses;4128633;0;1;2;200;200;0;60;463;3;10.147.536,85;2.532.851,01;26.861,13
GO;Doverlândia;5207253;0;0;0;0;0;0;2200;2200;4;108.517,29;56.141,68;44.983,25
SP;Dracena;3514403;0;0;25;5441;1720;0;41400;48586;2;9.531.804,24;7.089.528,74;133.754,64
SP;Duartina;3514502;0;3;1;0;60;0;111;175;4;2.256.282,58;22.703,79;2.263.093,72
RJ;Duas Barras;3301603;0;0;0;146;74;0;732;952;1;3.848.003,71;795.754,18;12.336.724,25
PB;Duas Estradas;2505808;0;0;0;0;0;0;18255;18255;17;0,00;11.134.255,29;4.413.989,13
TO;Dueré;1707306;0;0;0;0;800;0;1537;2337;4;323.087,81;7.538.715,54;0,00
SP;Dumont;3514601;0;0;0;0;0;0;0;0;2;1.234.806,09;0,00;0,00
MA;Duque Bacelar;2103901;0;0;112;802;2628;0;6642;10184;9;12.963.519,34;4.846.884,51;17.363.899,40
RJ;Duque de Caxias;3301702;12;655;210;10956;3785;0;69845;85463;26;259.767.929,74;6.517.875,99;127.672.160,27
MG;Durandé;3123528;0;2;0;95;53;0;216;366;10;5.202.060,16;0,00;1.011.603,39
SP;Echaporã;3514700;0;0;0;0;0;0;0;0;2;0,00;969.171,09;0,00
ES;Ecoporanga;3202108;0;2;51;539;152;0;49904;50648;22;15.800.219,72;106.642.609,17;26.536.261,13
GO;Edealina;5207352;0;0;0;0;0;0;0;0;1;0,00;11.685.643,26;0,00
GO;Edéia;5207402;0;0;0;0;0;0;42;42;2;0,00;21.686.664,93;0,00
AM;Eirunepé;1301407;0;0;4291;4286;4202;0;54225;67004;10;26.694.210,10;2.230.908,32;1.520.595,10
MS;Eldorado;5003751;0;0;0;222;50;0;15310;15582;31;6.779.207,56;56.721.844,59;5.253.429,01
SP;Eldorado;3514809;0;3;0;9085;2972;0;23600;35660;11;70.697.789,29;79.604.191,81;27.934.837,63
PA;Eldorado dos Carajás;1502954;0;0;0;4055;2360;0;42402;48817;10;36.609.427,00;6.736.785,71;1.503.473,79
RS;Eldorado do Sul;4306767;0;2;5;25039;1081;0;12315;38442;13;29.734.693,65;26.831.097,20;8.560.044,08
PI;Elesbão Veloso;2203503;0;0;0;100;0;0;4752;4852;14;3.165.436,75;17.603.224,65;2.056.753,50
SP;Elias Fausto;3514908;0;1;0;0;0;0;0;1;1;0,00;0,00;0,00
PI;Eliseu Martins;2203602;0;0;0;0;0;0;2745;2745;15;0,00;3.438.420,64;740.670,56
BA;Elísio Medrado;2910305;0;0;0;145;20;0;16522;16687;12;3.840.371,34;8.183.675,31;4.991.760,02
MG;Elói Mendes;3123601;1;0;0;0;0;0;0;1;3;0,00;44.955.589,92;95.437,12
PB;Emas;2505907;0;0;0;0;0;0;18008;18008;18;0,00;14.221.119,46;9.914.680,65
SP;Embaúba;3514957;0;0;0;5;0;0;0;5;2;321.604,95;0,00;0,00
SP;Embu das Artes;3515004;7;12;1;3361;674;1;7771;11827;7;35.444.416,97;817.696,48;5.996.440,89
SP;Embu-Guaçu;3515103;0;23;0;411;66;0;56700;57200;5;34.462.890,22;15.216.424,78;1.317.371,57
SP;Emilianópolis;3515129;0;0;0;0;450;0;0;450;3;134.008,17;1.353.536,68;0,00
RS;Encantado;4306809;0;19;0;1084;5191;0;30479;36773;13;1.740.265,40;13.232.691,81;404.298,73
RN;Encanto;2403301;0;0;0;0;0;0;26205;26205;19;0,00;4.029.896,26;1.929.016,13
BA;Encruzilhada;2910404;0;0;0;0;0;0;180969;180969;21;0,00;84.089.547,26;4.951.302,86
RS;Encruzilhada do Sul;4306908;0;0;0;66;0;0;15773;15839;21;4.519.440,85;349.124.875,01;2.567.307,16
PR;Enéas Marques;4107405;0;6;0;8;0;0;34;48;9;488.660,77;67.304.651,72;2.051.551,50
PR;Engenheiro Beltrão;4107504;0;0;0;0;0;0;9360;9360;9;2.026.863,57;109.373.449,06;1.755.235,40
MG;Engenheiro Caldas;3123700;0;0;1;2187;715;0;23874;26777;13;13.745.596,79;2.724.130,21;3.830.156,14
MG;Engenheiro Navarro;3123809;0;0;680;0;0;0;33501;34181;31;0,00;107.230.243,29;11.388.643,71
RJ;Engenheiro Paulo de Frontin;3301801;4;19;0;91;140;0;195;449;11;9.785.108,21;711.081,66;2.424.731,93
RS;Engenho Velho;4306924;0;0;0;141;0;0;2310;2451;18;3.841.104,92;27.658.528,85;415.951,66
MG;Entre Folhas;3123858;0;39;0;871;22;0;2698;3630;7;7.380.153,81;3.689.466,63;1.463.551,01
RS;Entre-Ijuís;4306932;0;0;0;254;0;0;16630;16884;22;587.207,67;105.269.468,68;9.041.397,45
BA;Entre Rios;2910503;0;0;0;518;435;0;71311;72264;18;25.246.385,10;22.162.135,22;28.301.609,97
SC;Entre Rios;4205175;0;0;0;8;0;0;6660;6668;17;1.674.736,59;21.784.981,08;1.034.629,42
MG;Entre Rios de Minas;3123908;0;0;0;144;3;0;51;198;8;5.981.347,58;1.463.253,23;91.927,20
PR;Entre Rios do Oeste;4107538;0;2;2;190;4;0;300;498;4;1.036.365,43;21.032.978,64;889.553,21
RS;Entre Rios do Sul;4306957;0;0;0;485;0;0;1000;1485;10;517.874,44;17.331.263,51;163.539,30
AM;Envira;1301506;0;0;0;9473;8378;0;10296;28147;10;40.624.511,87;17.760.896,75;10.203.880,58
AC;Epitaciolândia;1200252;0;0;10;1517;651;0;15996;18174;6;7.701.518,31;442.136,12;0,00
RN;Equador;2403400;0;0;0;581;5;0;43116;43702;22;1.267.766,23;13.515.259,07;7.881.731,28
RS;Erebango;4306973;1;8;3;0;66;0;754;832;11;3.008.100,29;39.550.186,36;669.140,36
RS;Erechim;4307005;2;1;0;77;0;0;500;580;15;2.812.989,75;74.944.541,08;1.250.696,08
CE;Ererê;2304277;0;0;0;0;0;0;23110;23110;19;6.283.740,73;29.231.707,94;1.922.329,09
BA;Érico Cardoso;2900504;0;0;0;0;0;0;100494;100494;18;0,00;23.630.121,00;0,00
SC;Ermo;4205191;0;0;0;327;298;0;2904;3529;9;3.327.129,16;9.740.426,18;708.990,05
RS;Ernestina;4307054;0;0;0;0;0;0;1453;1453;17;6.037.090,24;74.562.795,73;1.313.812,48
RS;Erval Grande;4307203;0;6;0;483;17;0;3850;4356;19;4.803.411,34;27.811.728,27;1.956.627,74
MG;Ervália;3124005;4;2;0;630;999;0;12229;13864;10;18.144.174,09;567.542,18;1.900.369,53
RS;Erval Seco;4307302;0;0;44;30;0;0;18187;18261;22;2.097.124,40;103.273.920,44;14.425.945,73
SC;Erval Velho;4205209;0;2;0;77;4;0;750;833;21;3.347.448,87;41.277.705,08;470.648,95
PE;Escada;2605202;0;0;30;11065;1446;0;25000;37541;6;45.463.260,38;1.711.159,16;29.290.413,06
RS;Esmeralda;4307401;0;0;0;50;0;0;1606;1656;6;0,00;26.824.636,54;287.674,04
MG;Esmeraldas;3124104;0;0;0;35;48;0;0;83;3;3.452.421,12;0,00;241.992,14
MG;Espera Feliz;3124203;0;19;0;1869;786;0;34164;36838;18;29.063.777,24;3.069.794,55;2.073.108,59
PB;Esperança;2506004;0;0;0;0;30;11;249290;249331;30;441.250,52;103.833.939,02;49.316.401,36
RS;Esperança do Sul;4307450;2;1;0;83;228;0;8397;8711;16;2.865.047,15;45.207.255,68;1.320.184,72
PR;Esperança Nova;4107520;0;0;0;0;0;0;0;0;2;0,00;4.022.397,54;0,00
PI;Esperantina;2203701;0;22;981;4837;6122;0;13174;25136;16;47.983.045,35;16.384.794,94;15.047.656,25
TO;Esperantina;1707405;0;0;0;0;0;0;0;0;4;140.708,36;804.362,93;80.436,29
MA;Esperantinópolis;2104008;0;0;0;1347;134;0;3258;4739;5;6.735.219,15;19.999.878,89;566.431,69
PR;Espigão Alto do Iguaçu;4107546;0;0;82;914;587;0;4110;5693;7;5.652.993,09;11.720.725,09;961.389,90
RO;Espigão D`Oeste;1100098;0;0;0;0;0;0;711;711;2;4.036.957,90;6.343.790,98;5.767,08
MG;Espinosa;3124302;0;0;0;22;8;0;72910;72940;33;316.942,06;602.323.352,32;51.264.168,24
RN;Espírito Santo;2403509;0;0;0;294;118;0;36595;37007;16;12.096.519,18;5.423.707,25;2.142.554,88
MG;Espírito Santo do Dourado;3124401;0;0;0;20;20;0;1900;1940;1;1.843.173,44;0,00;400.093,66
SP;Espírito Santo do Turvo;3515194;0;0;0;6;30;0;1007;1043;2;2.489.270,61;1.720.084,92;6.940.646,42
BA;Esplanada;2910602;0;0;0;0;0;0;14655;14655;3;0,00;49.503.696,42;730.495,39
RS;Espumoso;4307500;1;0;0;150;0;0;18933;19084;26;10.538.340,18;176.679.514,40;4.079.767,90
RS;Estação;4307559;0;0;0;0;0;0;2000;2000;19;1.156.082,78;27.408.864,82;22.623,73
SE;Estância;2802106;1;0;0;250;35;0;12892;13178;4;5.689.867,85;1.095.365,55;1.079.019,32
RS;Estância Velha;4307609;0;0;0;2;8;0;4315;4325;3;78.000,00;119.620,36;19.313,32
RS;Esteio;4307708;1;187;674;14745;2750;115;73091;91563;13;39.912.269,98;28.767.273,74;18.489.099,07
MG;Estiva;3124500;0;0;0;0;0;0;0;0;1;353.597,83;28.287,82;0,00
MA;Estreito;2104057;0;0;0;332;20;0;8161;8513;1;2.689.566,06;203.934,06;9.747,06
RS;Estrela;4307807;0;2;2;8225;2232;0;22423;32884;27;14.420.406,70;3.001.569,85;210.712,21
SP;Estrela D`Oeste;3515202;0;0;0;0;0;0;0;0;2;0,00;2.383.898,47;0,00
AL;Estrela de Alagoas;2702553;0;0;0;0;0;0;94621;94621;20;0,00;112.437.382,67;5.277.514,04
MG;Estrela do Indaiá;3124708;0;10;0;0;0;0;0;10;3;17.524,15;0,00;0,00
SP;Estrela do Norte;3515301;0;0;0;0;0;0;0;0;1;0,00;1.210.498,24;0,00
RS;Estrela Velha;4307815;0;0;0;142;8;0;1446;1596;18;10.665.112,14;95.784.426,18;1.553.602,64
BA;Euclides da Cunha;2910701;0;1;0;89;40;0;452446;452576;25;4.800.615,26;639.512.289,63;142.821.335,39
SP;Euclides da Cunha Paulista;3515350;0;0;0;15;0;0;0;15;3;2.208.716,58;3.298.662,88;231.937,23
RS;Eugênio de Castro;4307831;0;0;0;0;14;0;0;14;16;1.178.017,42;157.747.208,67;8.726.206,37
MG;Eugenópolis;3124906;1;1;55;4231;330;0;17431;22049;7;17.263.574,87;3.223.422,65;2.521.285,09
BA;Eunápolis;2910727;0;0;0;1075;139;0;7900;9114;4;2.459.235,26;0,00;719.422,60
CE;Eusébio;2304285;0;0;1200;0;0;0;6800;8000;2;0,00;0,00;7.122.471,72
MG;Ewbank da Câmara;3125002;0;0;0;225;40;0;2100;2365;4;65.866,65;0,00;18.385,43
MG;Extrema;3125101;0;0;0;5;0;0;0;5;1;0,00;0,00;0,00
RN;Extremoz;2403608;0;5;0;160;64;0;23;252;5;13.254.519,37;9.962.431,82;4.231.676,68
PE;Exu;2605301;5;0;0;190;161;0;112365;112721;25;7.293.065,78;178.084.369,13;19.006.949,35
PB;Fagundes;2506103;0;0;0;0;0;0;63925;63925;23;0,00;41.851.584,20;22.151.262,50
RS;Fagundes Varela;4307864;0;0;0;0;0;0;0;0;7;0,00;7.811.412,45;806,65
GO;Faina;5207535;0;0;0;0;0;0;0;0;1;1.484.828,18;0,00;68.111,39
MG;Faria Lemos;3125309;0;16;0;648;226;0;577;1467;7;4.794.286,31;273.416,35;845.274,53
CE;Farias Brito;2304301;0;0;6480;477;75;0;83969;91001;19;2.518.228,42;64.946.816,63;14.492.577,61
PA;Faro;1503002;0;0;0;243;5;0;4353;4601;4;1.166.045,84;43.107,19;66.749,15
PR;Farol;4107553;0;0;0;0;0;0;522;522;3;526.863,37;25.155.524,15;473.116,49
RS;Farroupilha;4307906;0;0;0;640;0;0;3516;4156;4;235.663,85;21.798.528,48;0,00
SP;Fartura;3515400;0;0;0;100;251;0;0;351;1;436.654,16;57.454,50;0,00
PI;Fartura do Piauí;2203750;0;0;0;372;0;0;45245;45617;24;0,00;30.087.358,18;103.017.402,34
BA;Fátima;2910750;0;0;0;273;153;0;118326;118752;16;2.090.799,81;59.239.964,57;640.878,47
MS;Fátima do Sul;5003801;0;0;0;0;0;0;0;0;4;0,00;34.642.585,03;0,00
PR;Faxinal;4107603;0;0;0;0;0;0;0;0;3;115.932,65;0,00;0,00
SC;Faxinal dos Guedes;4205308;3;9;0;2299;520;0;344;3175;18;3.960.744,66;34.251.240,88;103.453,63
RS;Faxinal do Soturno;4308003;0;0;0;131;142;0;4668;4941;19;3.386.292,49;34.326.720,15;2.586.460,41
RS;Faxinalzinho;4308052;0;0;0;122;57;0;4647;4826;13;566.765,05;22.516.743,03;679.982,47
GO;Fazenda Nova;5207600;0;0;0;0;0;0;0;0;1;912.329,65;153.798,50;6.082,20
PR;Fazenda Rio Grande;4107652;0;6;2;967;4132;0;20231;25338;8;83.712.855,14;0,00;460.313,41
RS;Fazenda Vilanova;4308078;0;1;0;0;0;0;2129;2130;6;37.729,54;4.039.460,02;32.964,18
AC;Feijó;1200302;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
BA;Feira da Mata;2910776;0;0;0;0;0;0;13000;13000;11;206.713,96;19.074.610,20;1.848.495,64
BA;Feira de Santana;2910800;1;223;0;209;209;1;3553734;3554377;22;41.763.104,76;751.332.257,01;34.163.420,91
AL;Feira Grande;2702603;0;0;0;0;0;0;58741;58741;8;0,00;17.463.348,48;1.716.341,61
SE;Feira Nova;2802205;0;0;0;0;0;0;5200;5200;16;0,00;20.883.120,00;79.398,35
PE;Feira Nova;2605400;0;0;0;0;0;0;33652;33652;16;0,00;25.588.435,22;12.613.141,60
MA;Feira Nova do Maranhão;2104073;0;0;0;0;0;0;0;0;1;534.365,45;17.236.348,53;0,00
MG;Felício dos Santos;3125408;0;0;0;0;0;0;19516;19516;15;9.843,34;14.858.160,81;1.098.577,25
RN;Felipe Guerra;2403707;2;0;0;556;75;0;31353;31986;18;3.018.748,64;15.076.620,11;4.110.506,46
MG;Felisburgo;3125606;0;0;0;0;0;0;28120;28120;18;0,00;54.948.084,59;3.174.930,19
RS;Feliz;4308102;0;0;0;0;2;0;783;785;1;1.606.284,77;1.101.021,47;390.259,32
AL;Feliz Deserto;2702702;0;0;41;443;970;0;395;1849;3;8.438.772,06;637.976,64;266.430,68
MT;Feliz Natal;5103700;0;0;0;3000;0;0;2268;5268;2;3.888.405,61;56.750.405,84;5.406.403,32
PR;Fênix;4107702;0;0;0;0;500;0;0;500;4;140.547,98;31.567.019,42;0,00
PR;Fernandes Pinheiro;4107736;0;1;2;113;56;0;4420;4592;2;441.106,11;509.539,79;155.237,02
MG;Fernandes Tourinho;3125804;4;1;0;325;2815;1;4;3150;3;2.755.848,57;34.472,70;1.238.247,81
PE;Fernando de Noronha;2605459;0;0;0;0;0;0;2629;2629;3;122.203.939,35;1.449.065,55;543.621,47
MA;Fernando Falcão;2104081;0;0;0;90;0;0;4661;4751;1;4.690.113,72;1.310.290,97;94.265,54
RN;Fernando Pedroza;2403756;0;0;60;0;0;0;22498;22558;22;205.897,09;26.958.790,11;5.817.590,68
SP;Fernandópolis;3515509;0;4;1;109;64;0;32171;32349;5;7.490.108,73;437.296,45;758.969,06
SP;Fernando Prestes;3515608;2;44;0;191;22;0;2000;2259;4;11.256.040,61;4.785.214,99;550.767,80
SP;Ferraz de Vasconcelos;3515707;5;13;10;1398;81;43;206;1756;16;15.553.661,72;0,00;321.496,18
AP;Ferreira Gomes;1600238;0;0;2;135;18;0;661;816;5;309.115,63;196.080,81;161.478,32
PE;Ferreiros;2605509;0;0;0;0;0;0;200;200;4;0,00;0,00;0,00
MG;Ferros;3125903;0;0;0;1410;159;0;20637;22206;7;12.373.303,66;1.205.541,76;7.513.144,21
MG;Fervedouro;3125952;0;31;28;143;35;0;6726;6963;6;2.673.750,49;189.318,54;1.416.570,19
PR;Figueira;4107751;0;0;0;76;8;0;6800;6884;4;2.145.661,84;48.235,00;1.839.947,64
MS;Figueirão;5003900;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
MT;Figueirópolis D`Oeste;5103809;0;0;0;0;0;0;1388;1388;3;4.625.093,70;295.450,03;573.554,20
BA;Filadélfia;2910859;1;0;0;170;85;0;139494;139750;34;5.250.002,92;68.199.494,50;5.077.646,01
TO;Filadélfia;1707702;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
BA;Firmino Alves;2910909;0;0;0;0;0;0;0;0;3;0,00;0,00;0,00
AL;Flexeiras;2702801;1;0;0;134;0;0;0;135;3;10.605,51;0,00;0,00
RN;Florânia;2403806;0;0;2018;30;66;0;69552;71666;22;670.217,97;18.677.651,08;752.564.903,85
SP;Flora Rica;3515806;0;2;0;0;0;0;0;2;3;3.915.790,43;41.476,83;69.756,50
PR;Flor da Serra do Sul;4107850;0;0;0;50;143;0;2350;2543;7;1.386.260,21;81.309.135,08;650.323,67
SC;Flor do Sertão;4205357;0;0;0;28;0;0;1669;1697;22;2.263.398,86;17.842.254,53;129.280,38
PE;Flores;2605608;0;0;0;813;0;0;111137;111950;24;222.221.591,97;71.609.804,17;32.668.570,51
RS;Flores da Cunha;4308201;0;0;0;200;0;0;15000;15200;4;338.970,21;80.946.759,94;708.024,68
GO;Flores de Goiás;5207907;0;0;0;0;0;0;698;698;3;1.147.069,74;8.759.512,33;1.010.064,07
PI;Flores do Piauí;2203800;0;0;0;0;78;0;17555;17633;18;867.130,01;9.839.841,28;1.861.032,66
PE;Floresta;2605707;4;0;0;2525;3013;0;65855;71397;28;4.800.225,11;231.381.563,34;8.811.359,47
PR;Floresta;4107900;0;0;0;180;5;0;384;569;4;3.629.689,83;33.264.422,88;838.720,07
BA;Floresta Azul;2911006;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
PA;Floresta do Araguaia;1503044;0;9;0;20;0;0;5500;5529;2;615.482,28;233.700,18;37.693,58
PI;Floresta do Piauí;2203859;0;0;205;0;0;0;8291;8496;20;0,00;12.822.231,08;4.778.782,20
MG;Florestal;3126000;0;6;4;208;17;0;24;259;2;2.970.002,00;1.806.900,16;104.142,80
PR;Florestópolis;4108007;0;0;0;40;10;0;4;54;3;1.399.911,18;0,00;4.477,33
PI;Floriano;2203909;0;0;5;590;590;0;20300;21485;16;7.406.535,84;24.542.711,77;2.118.529,46
RS;Floriano Peixoto;4308250;0;0;0;0;0;0;4500;4500;15;9.354.249,37;50.286.706,24;1.678.253,78
SC;Florianópolis;4205407;10;59;7;12668;2933;0;1328709;1344386;38;238.999.819,70;6.382.707,49;11.171.803,91
PR;Flórida;4108106;0;0;0;0;0;0;0;0;1;2.412.278,22;45.407,59;47.677,97
SP;Flórida Paulista;3516002;0;1;0;0;0;0;2900;2901;4;5.912.016,40;148.511,09;2.446.757,63
SP;Florínia;3516101;0;3;0;13;80;0;53;149;5;246.463,73;14.472.072,19;6.155,44
AM;Fonte Boa;1301605;0;0;312;12707;9466;0;9602;32087;12;3.046.013,39;18.414.645,13;7.174.498,86
RS;Fontoura Xavier;4308300;6;91;65;292;471;0;35410;36335;31;22.577.481,58;90.849.225,88;4.565.105,68
MG;Formiga;3126109;0;6;105;887;43;0;96124;97165;13;14.426.344,99;21.930.356,09;44.444.363,01
RS;Formigueiro;4308409;0;0;0;100;10;0;1240;1350;12;881.141,05;36.342.153,74;93.233,89
GO;Formosa;5208004;0;0;0;0;1007;0;11750;12757;3;1.562.887,29;3.973.702,47;3.741.503,72
MA;Formosa da Serra Negra;2104099;0;0;2400;649;180;0;42664;45893;6;28.191.860,39;76.808.118,76;940.075,86
PR;Formosa do Oeste;4108205;0;0;0;2;0;0;51;53;2;29.848,85;29.225.817,35;0,00
BA;Formosa do Rio Preto;2911105;0;0;0;0;0;0;79851;79851;9;0,00;74.688.783,00;1.643.312,72
SC;Formosa do Sul;4205431;0;26;0;1423;54;0;4191;5694;12;6.826.504,01;12.556.143,26;2.728.646,45
MG;Formoso;3126208;0;0;21;0;0;0;12876;12897;9;5.142.378,43;40.352.206,38;6.160.764,36
TO;Formoso do Araguaia;1708205;0;0;0;3000;0;0;800;3800;4;2.365.850,97;8.036.560,35;2.313.112,92
RS;Forquetinha;4308433;0;0;0;0;0;0;579;579;10;718.870,04;42.115.888,09;84.083,97
CE;Forquilha;2304350;0;0;0;0;0;0;56170;56170;25;1.408.327,13;38.111.873,35;9.492.359,50
SC;Forquilhinha;4205456;2;59;120;1747;1308;0;43295;46531;20;30.104.882,81;104.067.202,41;681.470,59
CE;Fortaleza;2304400;11;1071;44715;43272;27040;0;2201403;2317512;6;120.185.343,50;0,00;242.097.108,37
MG;Fortaleza de Minas;3126307;0;0;0;6;0;0;148;154;3;2.247.336,46;0,00;0,00
MA;Fortaleza dos Nogueiras;2104107;0;0;0;959;92;0;4453;5504;1;3.245.915,18;839.283,79;31.333,87
RS;Fortaleza dos Valos;4308458;0;0;0;0;0;0;0;0;20;0,00;83.919.102,64;0,00
CE;Fortim;2304459;0;0;0;0;0;0;35239;35239;20;1.432.836,17;38.232.765,09;10.240.480,73
MA;Fortuna;2104206;0;0;0;839;232;0;2557;3628;3;4.884.315,82;486.410,18;329.514,62
PR;Foz do Iguaçu;4108304;0;12;0;3527;1264;0;170770;175573;18;152.531.884,60;19.839.067,92;29.802.338,52
PR;Foz do Jordão;4108452;0;0;9;914;225;0;2306;3454;7;1.770.205,75;27.396.569,89;1.433.875,49
SC;Fraiburgo;4205506;2;65;0;1020;2966;0;14260;18313;28;3.082.758,22;213.438.282,58;3.599.445,07
SP;Franca;3516200;4;20;1;231;168;0;381;805;12;11.519.286,98;99.060,75;1.013.699,61
PI;Francinópolis;2204006;0;0;0;130;0;0;10330;10460;11;80.739,16;1.351.112,14;412.023,46
PR;Francisco Alves;4108320;0;0;0;0;2;0;280;282;4;289.950,23;123.095.587,96;227.795,06
PI;Francisco Ayres;2204105;0;1;0;112;0;0;2423;2536;16;497.156,45;1.052.172,05;367.635,60
MG;Francisco Badaró;3126505;0;0;0;12;31;0;64573;64616;31;4.013.372,60;24.391.695,31;7.239.615,87
PR;Francisco Beltrão;4108403;2;20;12;8008;1692;0;24252;33986;30;161.596.023,51;135.889.285,56;26.937.653,25
RN;Francisco Dantas;2403905;0;0;0;0;10;0;15135;15145;16;82.734,47;4.975.646,39;1.332.585,31
MG;Francisco Dumont;3126604;0;0;0;10;0;0;16189;16199;30;3.094.608,36;65.504.848,35;4.794.845,24
PI;Francisco Macedo;2204154;0;0;0;0;0;0;25174;25174;25;778.556,17;34.764.022,86;193.571.867,57
SP;Francisco Morato;3516309;12;13;1;2625;1362;0;51624;55637;21;55.516.719,00;19.508.912,26;7.184.543,28
MG;Franciscópolis;3126752;0;0;0;460;2;0;22632;23094;21;9.474.838,04;33.613.145,19;6.079.133,28
MG;Francisco Sá;3126703;5;13;0;444;7;0;238680;239149;38;4.583.361,13;192.480.012,73;6.947.739,54
PI;Francisco Santos;2204204;0;0;0;433;0;0;83585;84018;27;16.058.946,74;118.250.095,63;22.035.591,68
SP;Franco da Rocha;3516408;2;22;300;2550;335;11;109563;112783;11;70.633.864,98;12.239.855,30;28.682.500,88
CE;Frecheirinha;2304509;0;0;0;165;5;0;8488;8658;11;2.176.025,67;8.685.987,97;1.769.679,41
RS;Frederico Westphalen;4308508;0;6;1;560;93;0;46449;47109;20;19.523.229,74;161.307.611,52;13.421.042,25
MG;Frei Gaspar;3126802;1;19;2;1493;958;0;17331;19804;20;12.446.564,53;6.123.249,84;3.971.877,18
MG;Frei Inocêncio;3126901;0;1;1;3696;4622;0;14628;22948;9;30.398.630,72;953.810,97;4.728.525,17
MG;Frei Lagonegro;3126950;0;0;0;6;7;0;0;13;2;279.988,26;0,00;225.303,06
PB;Frei Martinho;2506202;0;0;0;41;0;0;23507;23548;30;1.579.998,64;20.210.159,22;12.038.761,78
PE;Frei Miguelinho;2605806;0;0;0;0;0;0;95786;95786;21;1.810.965,69;122.909.242,20;35.095.640,08
SE;Frei Paulo;2802304;0;0;0;0;0;0;41021;41021;23;0,00;193.132.445,82;1.298.672,39
SC;Frei Rogério;4205555;0;0;0;0;0;0;0;0;8;0,00;57.486.621,05;3.354.911,86
MG;Fronteira dos Vales;3127057;0;0;1258;81;46;0;6776;8161;11;1.398.702,40;8.811.464,44;908.708,14
PI;Fronteiras;2204303;0;0;0;0;0;0;86209;86209;25;0,00;64.134.947,32;108.838.891,27
MG;Fruta de Leite;3127073;0;0;0;0;0;0;19952;19952;28;456.245,20;51.387.266,26;5.738.963,14
MG;Frutal;3127107;0;82;0;135;420;0;420;1057;4;0,00;0,00;0,00
RN;Frutuoso Gomes;2404002;0;0;0;0;10;0;29621;29631;19;652.524,91;3.822.927,08;2.819.058,37
ES;Fundão;3202207;0;0;9;1312;215;0;20879;22415;22;5.664.437,99;1.995.179,51;1.363.455,92
MG;Funilândia;3127206;0;1;0;0;0;0;915;916;3;110.103,51;308.286,77;212.158,70
PB;Gado Bravo;2506251;0;0;0;0;0;0;67162;67162;24;0,00;71.869.961,62;45.817.669,51
MG;Galiléia;3127305;0;4;0;457;452;0;9236;10149;9;37.030.773,81;27.621.624,79;18.110.553,57
RN;Galinhos;2404101;0;0;0;0;0;0;10262;10262;15;0,00;3.399.981,33;2.059.440,84
SC;Galvão;4205605;0;1;0;609;177;0;7604;8391;23;4.019.278,55;88.751.639,53;1.309.148,95
PE;Gameleira;2605905;1;43;30;5506;755;0;25148;31483;7;48.412.219,26;1.360.076,37;5.307.707,62
MG;Gameleiras;3127339;0;0;92;0;0;0;60303;60395;34;280.134,55;108.681.298,55;2.727.709,01
BA;Gandu;2911204;1;2;150;2311;450;0;16319;19233;5;25.555.504,18;635.895,30;6.486.136,39
